Course Code,Course Description
GEO 2563 Introduction à la minéralogie (3 crédits),"Notions fondamentales de minéralogie. Examen systématique de la structure cristalline, des propriétés physiques et chimiques des minéraux, de leurs utilisations et de la présence des principaux minéraux dans la nature. Introduction aux principales méthodes d'analyse disponibles pour l'identification et l'étude des minéraux et des roches. La propagation de la lumière dans les milieux cristallins et l'utilisation du microscope polarisant sont mises en évidence et les applications d'autres analyses en microscopie et spectrométrie sont discutées."
GEO 2565 Stratigraphie et sédimentation (3 crédits),Origine des roches sédimentaires.  Caractéristiques des structures primaires et des phénomènes d'altération secondaire.  Principes de base en stratigraphie.
GEO 2566 Océanographie (3 crédits),"Introduction aux sciences marines à travers les perspectives combinées de l'océanographie physique, géologique, chimique et biologique. Parmi les sujets abordés on compte: l'histoire de l'océanographie; les plaques tectoniques et le plancher océanique; les bassins sédimentaires et leurs sédiments; la chimie et biochimie des eaux marines; les vagues, les marées et les courants océaniques; l'interaction océan-atmosphère; la vie marine; l'étude d'environnements marins sélectionnés et des processus, sédiments et organismes associés; ressources marines et préoccupations environnementales.  Ce cours sera offert tous les deux ans en alternance avec GEO 2166."
GEO 2707 Géologie environnementale (3 crédits),"Dangers naturels et problèmes environnementaux reliés à l'exploitation des ressources minérales, combustibles fossiles et énergie nucléaire. Caractéristiques physiques et chimiques des environnements de surface et sous-surface, grands cycles biogéochimiques, pollution de l'eau, des sols et de l'air.  Processus de dépollution et normes environnementales. Offert tous les deux ans en alternance avec GEO 2307."
GEO 2716 Introduction à la science du climat (3 crédits),"Introduction et description des principes physiques et des observations clés dans la science du climat avec un accent sur le système contemporain, fournissant une base pour des cours plus avancés dans le domaine. Les sujets abordés comprendront le rayonnement solaire et le bilan énergétique de la Terre ; le transfert radiatif ; l'effet de serre ; les rôles de l'atmosphère, de l'océan et de la cryosphère dans l'influence du climat ; les observations du changement climatique ; l'attribution du changement climatique ; les projections du changement climatique."
GEO 2721 Géologie structurale et tectonique (3 crédits),"Contraintes et déformation, analyses géométriques de structures, mécanismes de déformation, mécanismes formateurs de fabriques, introduction à la tectonique des plaques."
GEO 2734 Géologie quaternaire et changement climatique (3 crédits),"Examen des derniers deux millions d'années de l'histoire de la Terre, glaciations du Pléistocène, changements du niveau de la mer, cycles arides et pluviaux, extinctions et migrations de l'Holocène.  Cycles et mécanismes naturels et anthropogéniques conduisant aux changements climatiques pendant le Quaternaire.  Excursions sur le terrain.  Des frais minimes sont exigés pour défrayer le transport lors des excursions. Offert tous les deux ans en alternance avec GEO 2334."
GEO 2752 Analyse de données géoscientifiques (3 crédits),"Introduction aux méthodes quantitatives d'analyse des données couramment utilisées dans les géosciences. Revue des statistiques de base: types de données et méthodes de présentation; statistiques descriptives; probabilité et théorie de l'échantillonnage; analyse de l'erreur; estimation et décision statistique; régression linéaire et corrélation. Statistiques dans l'espace. Analyse de vecteurs. Design expérimental et analyse de variance. Méthodes non-paramétriques. Séries statistiques multiples. Exemples et applications en géologie, en hydrogéologie, et en sciences environnementales. (Offert tous les deux ans en alternance avec GEO 2352.)"
GEO 3163 Igneous Petrology (3 units),"Fundamentals of igneous rock classification, crystallization, differentiation, and tectonic affiliations.  Microscopy of igneous rocks.  Survey of the common volcanic and plutonic rocks."
GEO 3164 Metamorphic Petrology (3 units),"Fundamentals of metamorphic rock classification.  Metamorphic facies and isograds; mineral equilibria, and thermobarometry; microscopy of metamorphic rocks; and metamorphic processes."
GEO 3165 Carbonate Sedimentology (3 units),"Processes and products of deposition in warm-to cool-water carbonate and associated evaporite producing environments; concepts of facies and microfacies, diagenetic processes and products; microscopy of carbonate and evaporite rocks. Offered in alternate years with GEO 3565."
GEO 3166 Siliciclastic Sedimentology (3 units),"Classification and origin of siliciclastic sedimentary rocks. Processes of sediment transport/deposition, biogenic structures, and diagenetic alteration during burial.  Microscopy of siliciclastic rocks."
